h,Open,High,Low,Close,Volume,Adj Close
25/10/2011,181.660004,182.970001,180.009995,180.360001,5373100,156.590284
24/10/2011,181.509995,183.389999,180.619995,182.25,5890600,158.2312
21/10/2011,179.110001,181.669998,178.75,181.630005,8054200,157.692914
20/10/2011,178.130005,179.240005,176.169998,177.25,7513800,153.890152
19/10/2011,179.679993,179.809998,177.009995,177.389999,6708300,154.0117
18/10/2011,178,179.380005,176.25,178.899994,15729400,155.322692
17/10/2011,189.710007,190.160004,185.899994,186.589996,8790300,161.999226
14/10/2011,188.190002,190.529999,187.729996,190.529999,5368200,165.419974
13/10/2011,184.970001,187.5,184.5,186.820007,4399200,162.198924
12/10/2011,186.080002,188,185.649994,186.119995,5338200,161.591167
11/10/2011,184.589996,186,184.110001,185,5330500,160.618776
10/10/2011,183,186.630005,182.899994,186.619995,5784800,162.025271
07/10/2011,182.320007,183.720001,181.639999,182.389999,6842600,158.352748
06/10/2011,176.809998,181.990005,175.660004,181.690002,7180900,157.745004
05/10/2011,174.570007,177.300003,172.679993,176.850006,5851700,153.542873
04/10/2011,171.539993,175.070007,168.880005,174.740005,9200000,151.71095
03/10/2011,174.360001,177.919998,173.039993,173.289993,9042600,150.452036
30/09/2011,176.009995,178.270004,174.75,174.869995,7807400,151.823809
29/09/2011,179.690002,180.910004,175.529999,179.169998,6944300,155.557113
28/09/2011,177.970001,180.75,177.080002,177.550003,7732200,154.150617
27/09/2011,176.820007,179.619995,176.429993,177.710007,7638800,154.289534
26/09/2011,170.960007,174.699997,169.860001,174.509995,6745700,151.511253
23/09/2011,166.990005,169.539993,165.759995,169.339996,5586600,147.022611
22/09/2011,168.330002,169.970001,166.5,168.619995,8195600,146.397499
21/09/2011,175,177.669998,172.619995,173.020004,7043100,150.217629
20/09/2011,173.570007,177.429993,172.699997,174.720001,6209600,151.693582
19/09/2011,169.5,173.869995,169.429993,173.130005,4755600,150.313132
16/09/2011,171.330002,172.990005,169.740005,172.990005,11048100,150.191584
15/09/2011,168.639999,170.160004,167.229996,170.089996,5464400,147.673768
14/09/2011,164.009995,169.660004,161.990005,167.240005,6980700,145.199378
13/09/2011,163.639999,163.919998,161.539993,163.429993,4723800,141.891489
12/09/2011,160.039993,162.440002,158.759995,162.419998,5247200,141.014602
09/09/2011,164.570007,165.190002,160.809998,161.369995,6743900,140.102979
08/09/2011,167,169.580002,165.100006,165.25,6027200,143.471636
07/09/2011,167.279999,167.899994,166.160004,167.309998,6796600,145.260146
06/09/2011,163.059998,165.550003,162.199997,165.110001,5761200,143.350088
02/09/2011,167.690002,168.929993,166,166.979996,4979100,144.973635
01/09/2011,172.710007,173.679993,170.119995,170.330002,5463900,147.882143
31/08/2011,173.289993,173.720001,170.710007,171.910004,6074200,149.253916
30/08/2011,172.059998,173.509995,170.880005,172.509995,4477700,149.774833
29/08/2011,170.580002,172.720001,170.360001,172.619995,5293400,149.870337
26/08/2011,164.850006,169.330002,163.279999,169.139999,6438200,146.848971
25/08/2011,167.520004,168.529999,164.850006,165.580002,6751600,143.758147
24/08/2011,164.130005,166.830002,163.350006,166.759995,6427000,144.782628
23/08/2011,160.649994,164.589996,159.529999,164.320007,6923300,142.664208
22/08/2011,161.350006,161.679993,157.619995,158.979996,7249100,138.027959
19/08/2011,162.169998,163.940002,157.130005,157.539993,14068600,136.777735
18/08/2011,166.320007,166.460007,160.160004,163.830002,15082600,142.23878
17/08/2011,171.570007,172.990005,169.889999,171.479996,5129700,148.880579
16/08/2011,172.190002,172.190002,169,171.240005,5585400,148.672217
15/08/2011,171.320007,174,170.389999,172.990005,7645400,150.191584
12/08/2011,168.5,169.380005,165.830002,168.199997,5187000,146.032852
11/08/2011,164.100006,168.770004,162.940002,166.729996,9175600,144.756583
10/08/2011,168.179993,169.229996,161.850006,162.539993,13993600,141.118783
09/08/2011,167.460007,171.050003,162,170.610001,12517600,148.12524
08/08/2011,168.830002,172.610001,166,166.220001,15804900,144.313801
05/08/2011,172.100006,174.220001,166.520004,172.979996,11871800,149.531739
04/08/2011,176.5,177.919998,171.179993,171.479996,11022300,148.235071
03/08/2011,177.669998,179.229996,175.410004,178.830002,6722000,154.588749
02/08/2011,179.949997,182.289993,177.860001,178.050003,5770400,153.914483
01/08/2011,182.600006,183.690002,178.5,180.75,5842700,156.248482
29/07/2011,180.259995,183.429993,179.729996,181.850006,6665600,157.199377
28/07/2011,181.059998,183.270004,180.880005,181.800003,4478800,157.156153
27/07/2011,182.009995,182.910004,180.929993,181.350006,5806800,156.767155
26/07/2011,182.940002,184.050003,182.649994,182.929993,4356200,158.132967
25/07/2011,183.889999,184.960007,183.279999,183.699997,4987000,158.798593
22/07/2011,184.639999,185.630005,184.259995,185.179993,4516100,160.077969
21/07/2011,183.589996,185.5,182.899994,184.899994,4958400,159.835925
20/07/2011,183.839996,184.419998,183,183.649994,5901100,158.755368
19/07/2011,178.740005,185.210007,178.649994,185.210007,13245600,160.103914
18/07/2011,174.729996,176.460007,173.580002,175.279999,8879700,151.519966
15/07/2011,175.080002,175.940002,174.070007,175.539993,5347100,151.744717
14/07/2011,174.399994,176.100006,173.839996,174.229996,4613100,150.612296
13/07/2011,174.899994,176.320007,174,174.320007,4074800,150.690106
12/07/2011,174.929993,175.369995,173.889999,174.050003,5036800,150.456702
11/07/2011,174.899994,176.149994,174.610001,174.990005,4766500,151.269282
08/07/2011,175.490005,176.490005,175.009995,176.490005,4399900,152.56595
07/07/2011,176.779999,177.270004,176.119995,176.479996,5905600,152.557297
06/07/2011,175.190002,177.770004,175.089996,177.710007,5885900,153.620575
05/07/2011,173.520004,175.429993,173.520004,175.429993,4586500,151.649627
01/07/2011,171.610001,174.649994,171.490005,174.539993,5181700,150.880271
30/06/2011,171.110001,172.449997,170.75,171.550003,5105200,148.295589
29/06/2011,170.610001,170.860001,169.820007,170.539993,3817100,147.42249
28/06/2011,168.330002,170.699997,168.009995,170.009995,4850000,146.964335
27/06/2011,165.740005,168.240005,165.210007,167.619995,4446700,144.898312
24/06/2011,165.850006,165.940002,164.570007,165.070007,4402600,142.693987
23/06/2011,164.059998,166.729996,163.800003,166.119995,5271500,143.601644
22/06/2011,165.589996,166.809998,165.100006,165.679993,3960500,143.221286
21/06/2011,165.199997,166.75,164,166.220001,5387300,143.688094
20/06/2011,163.699997,165.610001,163.589996,165.020004,3956100,142.650762
17/06/2011,164.240005,165.100006,163.580002,164.440002,7149700,142.149382
16/06/2011,162.059998,163.630005,161.779999,162.669998,4861100,140.61931
15/06/2011,162.75,163.410004,161.520004,162.330002,5225600,140.325402
14/06/2011,163.869995,164.570007,163.649994,164.119995,7050000,141.872753
13/06/2011,164.440002,164.460007,162.729996,163.169998,5099200,141.051533
10/06/2011,164.570007,164.839996,162.869995,163.179993,4683300,141.060173
09/06/2011,165.009995,165.960007,164.759995,164.839996,4299800,142.495155
08/06/2011,163.270004,164.850006,163.259995,164.339996,3850800,142.062932
07/06/2011,165.110001,165.240005,163.610001,163.690002,4187000,141.501048
06/06/2011,164.759995,165.580002,164.270004,164.75,3619700,142.417358
03/06/2011,164.300003,165.889999,164.130005,165.050003,5230500,142.676694
02/06/2011,166.440002,167.100006,165.710007,166.089996,3854100,143.575712
01/06/2011,168.899994,169.580002,166.5,166.559998,5134600,143.982002
31/05/2011,168.440002,169.889999,167.820007,168.929993,9123400,146.030733
27/05/2011,167.910004,168.470001,167,167.5,3277600,144.794583
26/05/2011,167.460007,167.5,165.899994,167.179993,5771300,144.517954
25/05/2011,167.630005,168.399994,167.509995,167.75,3882100,145.010694
24/05/2011,168.5,168.669998,167.509995,167.990005,4643600,145.218166
23/05/2011,168.580002,168.690002,167.070007,168.259995,5144000,145.451556
20/05/2011,170.399994,171.149994,169.380005,170.160004,4869900,147.09401
19/05/2011,170.860001,171.399994,169.320007,170.589996,3538300,147.465715
18/05/2011,170.100006,171.190002,169.460007,170.440002,4154300,147.336054
17/05/2011,167.850006,171.410004,166.529999,170.5,8773200,147.387918
16/05/2011,169.809998,170.639999,168.309998,168.860001,4662200,145.970229
13/05/2011,171.699997,172.149994,169.440002,169.919998,5167400,146.886539
12/05/2011,169.649994,172.770004,168.649994,172.240005,5138500,148.892058
11/05/2011,170.300003,170.520004,167.820007,169.5,4663200,146.523473
10/05/2011,169.25,170.899994,169.220001,170.380005,4934800,147.284189
09/05/2011,168.389999,169.850006,168.309998,169.100006,3594800,146.1777
06/05/2011,169.029999,170.149994,168.240005,168.889999,4839400,145.996161
05/05/2011,170.470001,170.869995,167.5,168.460007,7332000,144.976119
04/05/2011,172.360001,172.619995,169.589996,170.619995,6890300,146.834997
03/05/2011,172,173.479996,171.229996,172.869995,5007700,148.77134
02/05/2011,172.110001,173.539993,171.490005,172.149994,5396200,148.151709
29/04/2011,171.100006,173,170.479996,170.580002,5587700,146.800579
28/04/2011,169.990005,171.380005,169.699997,170.779999,5087700,146.972696
27/04/2011,168.610001,170.589996,168.460007,170.369995,5299700,146.619848
26/04/2011,167.990005,169.199997,167.399994,168.490005,7300000,145.001935
25/04/2011,167.649994,168.770004,167.229996,167.669998,3583800,144.29624
21/04/2011,165.630005,168.449997,164.860001,168.279999,6158400,144.821204
20/04/2011,163.100006,165.889999,162.190002,164.75,10891800,141.783299
19/04/2011,165.710007,166.380005,164.440002,165.399994,6547100,142.342682
18/04/2011,164.639999,166.160004,162.860001,165.940002,6160700,142.807411
15/04/2011,165,166.339996,164.869995,166.210007,5287400,143.039776
14/04/2011,163.839996,165.360001,163.160004,164.970001,4699100,141.972632
13/04/2011,163.970001,164.929993,163.660004,163.949997,4181900,141.094819
12/04/2011,163.360001,163.770004,162.300003,163.25,3860600,140.492404
11/04/2011,163.440002,164,163.110001,163.949997,4139000,141.094819
08/04/2011,164.350006,164.380005,163.160004,164.050003,3324100,141.180884
07/04/2011,164.100006,164.550003,163.279999,164.380005,3666700,141.464883
06/04/2011,164.339996,164.75,163.809998,164.039993,3774800,141.17227
05/04/2011,163.809998,164.699997,163.619995,163.990005,3612000,141.12925
04/04/2011,164.419998,164.729996,163.580002,164.25,3225100,141.353001
01/04/2011,163.699997,164.419998,163.039993,164.270004,4381900,141.370216
31/03/2011,163.399994,164.059998,163.070007,163.070007,3860800,140.337503
30/03/2011,163.550003,163.990005,163.020004,163.600006,3394100,140.793618
29/03/2011,161.339996,163.089996,161.149994,162.880005,3456700,140.173988
28/03/2011,161.539993,162.580002,161.119995,161.369995,3972800,138.874478
25/03/2011,160.979996,162.740005,160.759995,162.179993,5348100,139.571559
24/03/2011,160.229996,160.710007,158.839996,160.039993,5145800,137.729883
23/03/2011,158,160.080002,157.529999,159.529999,4782500,137.290984
22/03/2011,158.559998,158.610001,157.520004,158,4311400,135.974272
21/03/2011,157.639999,159.630005,157.070007,157.679993,5784000,135.698875
18/03/2011,156.5,156.949997,154.320007,155.889999,11450000,134.158412
17/03/2011,154,154.5,152.699997,154.179993,7376400,132.686786
16/03/2011,156.520004,156.979996,151.710007,153,12195300,131.671288
15/03/2011,157.350006,159.639999,156.880005,159.020004,6475800,136.852084
14/03/2011,161.160004,161.979996,160.089996,161.389999,4300500,138.891694
11/03/2011,162.399994,163.240005,160.839996,162.429993,4271000,139.786709
10/03/2011,164.639999,164.669998,161.380005,162.020004,7041400,139.433874
09/03/2011,163.470001,167.720001,163.279999,165.860001,9086600,142.738562
08/03/2011,159.699997,163.429993,159.210007,162.279999,5384800,139.657624
07/03/2011,161.600006,162.979996,158.850006,159.929993,5312000,137.635217
04/03/2011,163.399994,164.309998,160.649994,161.830002,4910700,139.270359
03/03/2011,161.419998,164,161.270004,163.479996,4057800,140.690338
02/03/2011,159.429993,161.110001,159.410004,160.160004,3413000,137.833164
01/03/2011,163.149994,163.149994,159.880005,159.970001,4382800,137.669648
28/02/2011,162.360001,162.990005,161.240005,161.880005,4773000,139.313391
25/02/2011,161.059998,162.339996,160.860001,162.279999,4518400,139.657624
24/02/2011,159.630005,161.270004,159.029999,160.770004,5707500,138.358128
23/02/2011,161.809998,162.679993,160.139999,160.179993,5998100,137.850366
22/02/2011,163.570007,164.259995,161.779999,161.949997,5209300,139.373626
18/02/2011,164.460007,164.839996,164.100006,164.839996,4245000,141.86075
17/02/2011,163.300003,164.669998,162.850006,164.240005,3230500,141.3444
16/02/2011,163.330002,163.600006,162.75,163.399994,3216000,140.621488
15/02/2011,162.889999,163.570007,162.520004,162.839996,3768700,140.139556
14/02/2011,164.179993,164.380005,162.850006,163.220001,4129800,140.466587
11/02/2011,163.979996,165.009995,163.309998,163.850006,5185200,141.008767
10/02/2011,163.899994,165,163.179993,164.089996,5737800,141.215302
09/02/2011,165.619995,165.970001,164.100006,164.649994,4633600,141.697234
08/02/2011,164.820007,166.25,164.320007,166.050003,5612600,142.902077
07/02/2011,164.080002,164.990005,164.020004,164.820007,4928100,141.284157
04/02/2011,163.479996,164.139999,163.220001,164,3755200,140.581244
03/02/2011,163.160004,164.199997,162.809998,163.529999,4683400,140.178358
02/02/2011,163.399994,163.600006,162.610001,163.300003,3904000,139.981205
01/02/2011,162.110001,163.940002,162,163.559998,5831300,140.204073
31/01/2011,159.179993,162,158.679993,162,7197200,138.866839
28/01/2011,161.050003,161.919998,158.669998,159.210007,6725600,136.475249
27/01/2011,161.429993,162.179993,160.860001,161.070007,4878300,138.069647
26/01/2011,161.669998,161.899994,160.419998,161.039993,5353100,138.043918
25/01/2011,159.210007,164.350006,159,161.440002,8260800,138.386807
24/01/2011,155.419998,159.789993,155.330002,159.630005,7285100,136.835273
21/01/2011,156.399994,156.779999,154.960007,155.5,7009000,133.295021
20/01/2011,154.529999,155.960007,154.449997,155.800003,7439900,133.552185
19/01/2011,153.259995,156.130005,152.830002,155.690002,12141000,133.457892
18/01/2011,149.820007,151.460007,149.380005,150.649994,9176900,129.137583
14/01/2011,148.889999,150,148.470001,150,4544200,128.580406
13/01/2011,149.240005,149.289993,148.25,148.820007,3445800,127.568913
12/01/2011,147.990005,149.289993,147.669998,149.100006,4091500,127.808929
11/01/2011,148.199997,148.350006,146.75,147.279999,4163600,126.248814
10/01/2011,147.580002,148.059998,147.229996,147.639999,3633400,126.557407
07/01/2011,148.789993,148.860001,146.940002,147.929993,4135700,126.80599
06/01/2011,147.130005,148.789993,146.820007,148.660004,5029200,127.431758
05/01/2011,147.339996,147.479996,146.729996,147.050003,4657400,126.051661
04/01/2011,147.559998,148.220001,146.639999,147.639999,5060100,126.557407
03/01/2011,147.210007,148.199997,147.139999,147.479996,4603800,126.420252
31/12/2010,146.729996,147.070007,145.960007,146.759995,2969800,125.803065
30/12/2010,146.360001,147.110001,146.25,146.669998,3039100,125.72592
29/12/2010,146,147.5,145.710007,146.520004,3661100,125.597345
28/12/2010,145.309998,146.149994,145.059998,145.710007,2699600,124.903012
27/12/2010,145.119995,145.699997,145,145.339996,2314700,124.585839
23/12/2010,145.889999,146.330002,145.330002,145.889999,2424500,125.057303
22/12/2010,145.660004,146.399994,145.580002,145.949997,3388800,125.108733
21/12/2010,144.990005,145.990005,144.330002,145.740005,3777100,124.928727
20/12/2010,145.389999,145.539993,144.389999,144.509995,3995000,123.874359
17/12/2010,144.690002,145.5,144.399994,145,10027000,124.294393
16/12/2010,144.839996,145.320007,144.149994,144.550003,4178600,123.908654
15/12/2010,145.130005,145.720001,144.309998,144.720001,4447400,124.054377
14/12/2010,144.259995,146.009995,144.259995,145.820007,4800800,124.997305
13/12/2010,145.139999,145.399994,144.210007,144.279999,4741000,123.677206
10/12/2010,144.880005,144.949997,143.729996,144.820007,3503800,124.140103
09/12/2010,145.940002,145.940002,143.520004,144.300003,4405300,123.694353
08/12/2010,144.350006,145.649994,143.839996,144.979996,4961400,124.277245
07/12/2010,146.020004,146.300003,143.869995,144.020004,4828600,123.454338
06/12/2010,144.539993,145.869995,144.520004,144.990005,3321800,124.285825
03/12/2010,144.25,145.679993,144.25,145.380005,3710600,124.620134
02/12/2010,144.330002,145.850006,144.300003,145.179993,5374000,124.448683
01/12/2010,143.610001,145.130005,143.509995,144.410004,6822800,123.788646
30/11/2010,142.240005,142.759995,141.279999,141.460007,7674800,121.259901
29/11/2010,143.529999,143.669998,141.5,142.889999,5040300,122.485695
26/11/2010,145.300003,145.300003,143.570007,143.899994,2081300,123.351465
24/11/2010,143.949997,146.440002,143.820007,145.809998,4874100,124.988725
23/11/2010,144.240005,144.529999,142.330002,143.179993,4570300,122.734278
22/11/2010,144,145.429993,143.559998,145.389999,3730700,124.628701
19/11/2010,144.380005,145.350006,143.990005,145.050003,5015900,124.337256
18/11/2010,143.039993,144.990005,142.75,144.360001,4236200,123.745784
17/11/2010,142.490005,142.490005,141.389999,141.949997,4785900,121.679922
16/11/2010,142.929993,143.380005,141.179993,142.240005,6342100,121.928518
15/11/2010,143.889999,144.75,143.270004,143.639999,3827700,123.128597
12/11/2010,144.589996,145.770004,143.550003,143.740005,4731500,123.214322
11/11/2010,144.699997,145.5,143.350006,145.429993,4752200,124.662984
10/11/2010,146.089996,146.789993,145.630005,146.550003,5172000,125.62306
09/11/2010,146.699997,147.529999,145.630005,146.139999,5700600,125.271603
08/11/2010,145.350006,146.580002,145.25,146.460007,4459700,125.545914
05/11/2010,145.940002,146.929993,145.669998,146.919998,4995800,125.38304
04/11/2010,144.820007,146.839996,144.710007,146.789993,6622500,125.272093
03/11/2010,144.240005,144.460007,142.630005,144.169998,5182100,123.036162
02/11/2010,143.850006,144.710007,143.710007,143.839996,4626400,122.754535
01/11/2010,143.639999,144.259995,142.320007,143.320007,5674600,122.310771
29/10/2010,140.899994,144,140.75,143.600006,8439300,122.549725
28/10/2010,141.839996,141.949997,140.419998,140.899994,5481600,120.245507
27/10/2010,139.520004,141.570007,139,141.429993,6465300,120.697813
26/10/2010,139.289993,142,138.529999,140.669998,7327100,120.049226
25/10/2010,140.419998,141.399994,139.809998,139.839996,4870000,119.340894
22/10/2010,140.149994,140.75,139.460007,139.669998,4105300,119.195816
21/10/2010,139.809998,140.490005,138.399994,139.830002,6221200,119.332364
20/10/2010,138.279999,139.869995,138.130005,139.070007,6945500,118.683777
19/10/2010,137.300003,139.339996,136.699997,138.029999,14159100,117.796223
18/10/2010,140.899994,143.029999,140.839996,142.830002,10322700,121.892595
15/10/2010,142.100006,142.100006,140.539993,141.059998,7220400,120.382055
14/10/2010,140.350006,141.5,139.690002,141.5,5653100,120.757558
13/10/2010,139.910004,141.479996,139.779999,140.369995,8784300,119.7932
12/10/2010,138.399994,139.990005,138.270004,139.850006,5637300,119.349436
11/10/2010,138.789993,139.940002,138.639999,139.660004,4004300,119.187286
08/10/2010,138.399994,139.089996,138.059998,138.850006,4540800,118.496026
07/10/2010,137.919998,138.880005,137.520004,138.720001,6440800,118.385078
06/10/2010,136.880005,137.960007,136.830002,137.839996,4783000,117.634073
05/10/2010,136.179993,137.899994,136.119995,137.660004,6202500,117.480466
04/10/2010,135.229996,135.919998,134.389999,135.25,4059900,115.423744
01/10/2010,135.509995,136.279999,135.089996,135.639999,5621200,115.756573
30/09/2010,135.5,136.110001,133.669998,134.139999,6425800,114.476458
29/09/2010,134.399994,135.800003,134.339996,135.479996,5151200,115.620024
28/09/2010,134.669998,135.139999,133.710007,134.889999,7481300,115.116515
27/09/2010,133.509995,135,133.509995,134.649994,6155400,114.911692
24/09/2010,132.419998,134.149994,132.339996,134.110001,7122400,114.450856
23/09/2010,131.419998,132.779999,131.220001,131.669998,3898800,112.368533
22/09/2010,131.610001,132.580002,131.399994,132.570007,4922400,113.13661
21/09/2010,131.449997,132.800003,130.779999,131.979996,5267900,112.633088
20/09/2010,130.240005,132.089996,130.110001,131.789993,7145500,112.470938
17/09/2010,129.919998,130.600006,129.699997,130.190002,10397400,111.10549
16/09/2010,129.199997,129.949997,128.800003,129.669998,4685000,110.661713
15/09/2010,128.649994,129.960007,128.539993,129.429993,4762500,110.456889
14/09/2010,128.429993,129.919998,128.429993,128.850006,4850500,109.961923
13/09/2010,128.630005,130,128.520004,129.610001,5271300,110.61051
10/09/2010,126.989998,128.289993,126.260002,127.989998,4418700,109.227983
09/09/2010,127.269997,127.57,126.150002,126.360001,3436700,107.836926
08/09/2010,126.019997,126.519997,125.389999,126.080002,4477500,107.597973
07/09/2010,126.989998,127.360001,125.879997,125.949997,4353300,107.487025
03/09/2010,126.220001,127.599998,125.900002,127.580002,5142900,108.878088
02/09/2010,126.029999,126.230003,124.650002,125.040001,5103300,106.710425
01/09/2010,125.309998,126.309998,124.519997,125.769997,5623100,107.333411
31/08/2010,123.309998,123.989998,122.279999,123.129997,5624200,105.080408
30/08/2010,125.080002,125.269997,123.400002,123.400002,3604000,105.310833
27/08/2010,123.830002,124.800003,122.419998,124.730003,6214200,106.44587
26/08/2010,125.779999,125.779999,122.779999,122.779999,7746600,104.781716
25/08/2010,124.57,125.599998,124,125.269997,5235300,106.906706
24/08/2010,125.209999,126.019997,124.57,124.900002,5621200,106.590948
23/08/2010,127.57,128.029999,126.440002,126.470001,4034400,107.930802
20/08/2010,128.720001,128.979996,126.959999,127.5,6246300,108.809814
19/08/2010,128.669998,129.589996,128.020004,128.899994,5402400,110.004583
18/08/2010,128.869995,130.199997,127.800003,129.389999,4883200,110.422759
17/08/2010,128.830002,129.850006,127.900002,128.449997,4298300,109.620551
16/08/2010,127.470001,128.229996,126.959999,127.769997,4009200,109.040232
13/08/2010,127.959999,128.460007,127.330002,127.870003,4669400,109.125578
12/08/2010,127.690002,128.779999,127.519997,128.300003,5132200,109.492545
11/08/2010,130.690002,130.690002,129.460007,129.830002,6316100,110.798261
10/08/2010,131.179993,132.490005,130.770004,131.839996,5471700,112.513611
09/08/2010,130.789993,132.339996,130.399994,132,6131700,112.65016
06/08/2010,130.410004,130.479996,128.759995,130.139999,6136200,111.062816
05/08/2010,130.729996,131.979996,130.529999,131.830002,4520600,111.950369
04/08/2010,130.460007,131.5,129.850006,131.270004,4567500,111.474818
03/08/2010,130.029999,131.039993,129.330002,130.369995,5091800,110.710528
02/08/2010,129.25,131.199997,129.25,130.759995,6437500,111.041716
30/07/2010,127.43,128.979996,127.040001,128.399994,6021000,109.037598
29/07/2010,129.059998,129.5,127.139999,128.020004,8994200,108.714909
28/07/2010,128.669998,129.350006,127.879997,128.429993,4248800,109.063073
27/07/2010,128.779999,129.169998,127.889999,128.630005,4648200,109.232923
26/07/2010,128.179993,128.429993,127.139999,128.410004,5174900,109.046098
23/07/2010,127.300003,128.800003,127,128.380005,5078000,109.020623
22/07/2010,126.32,127.779999,126.050003,127.470001,6909000,108.247845
21/07/2010,126.440002,126.5,124.620003,125.269997,8615500,106.379596
20/07/2010,122.970001,126.559998,122.93,126.550003,16337400,107.466581
19/07/2010,128.669998,130.380005,128.369995,129.789993,8388600,110.217989
16/07/2010,129.960007,130.149994,127.849998,128.029999,7002900,108.723397
15/07/2010,129.869995,130.919998,129.550003,130.720001,6186800,111.007754
14/07/2010,129.320007,131.600006,129.139999,130.720001,6607200,111.007754
13/07/2010,128.970001,130.979996,128.690002,130.479996,6687700,110.80394
12/07/2010,127.370003,128.830002,127.160004,128.669998,4206900,109.266886
09/07/2010,127.900002,128.199997,127.290001,127.959999,3898000,108.663953
08/07/2010,127.370003,128.149994,126.739998,127.970001,5439300,108.672447
07/07/2010,123.470001,127.120003,123.470001,127,7090300,107.848719
06/07/2010,123.580002,124.629997,122.169998,123.459999,6348700,104.842542
02/07/2010,123.290001,123.290001,120.610001,121.860001,6454500,103.483819
01/07/2010,123.550003,124.209999,121.610001,122.57,9742100,104.086752
30/06/2010,124.830002,125.220001,123,123.480003,8018000,104.859529
29/06/2010,127.349998,128.399994,124.120003,125.089996,9376200,106.226739
28/06/2010,127.650002,129.470001,127.220001,128.979996,6335100,109.530137
25/06/2010,128.339996,129.100006,127.120003,127.120003,10420400,107.950626
24/06/2010,129.570007,129.729996,127.699997,128.190002,5565500,108.859272
23/06/2010,129.25,131.470001,129.089996,130.110001,6855800,110.48974
22/06/2010,130.369995,131.470001,129.070007,129.300003,6030200,109.801888
21/06/2010,131.419998,131.940002,130.220001,130.649994,6857800,110.948303
18/06/2010,131.020004,131.25,130.130005,130.149994,9581400,110.523702
17/06/2010,130.070007,131.029999,129.860001,130.979996,5571000,111.228542
16/06/2010,128.339996,130.679993,128.339996,130.350006,6401000,110.693553
15/06/2010,128.929993,129.949997,128.369995,129.789993,6652500,110.217989
14/06/2010,128.5,129.970001,128.490005,128.5,6753000,109.122523
11/06/2010,126.730003,128.800003,126.440002,128.449997,5820200,109.08006
10/06/2010,125.989998,128.220001,125.800003,127.68,7479700,108.426177
09/06/2010,124.830002,125.839996,123.580002,123.900002,7795500,105.216193
08/06/2010,124.260002,124.459999,122.82,123.720001,8399200,105.063336
07/06/2010,125.57,125.860001,124.129997,124.129997,6951400,105.411506
04/06/2010,126.370003,127.099998,124.669998,125.279999,9669200,106.38809
03/06/2010,127.75,128.220001,126.459999,127.959999,6645300,108.663953
02/06/2010,124.849998,127.5,124.349998,127.410004,7705300,108.196895
01/06/2010,124.690002,126.879997,124.199997,124.339996,7135400,105.589837
28/05/2010,125.959999,126.279999,124.290001,125.260002,7421900,106.371109
27/05/2010,125.050003,126.389999,124.769997,126.389999,7725900,107.330705
26/05/2010,124.889999,125.940002,123,123.230003,9083200,104.647229
25/05/2010,121.470001,124.949997,121.470001,124.519997,9494800,105.742694
24/05/2010,125.260002,126.019997,124.040001,124.449997,6868600,105.68325
21/05/2010,122.160004,125.610001,121.400002,125.419998,12639500,106.506978
20/05/2010,127.220001,127.959999,123.68,123.800003,13176500,105.131274
19/05/2010,129.369995,130.5,127.82,128.860001,8669300,109.428236
18/05/2010,131.259995,131.990005,129.899994,129.949997,9330000,110.353864
17/05/2010,130.679993,131.759995,128.699997,130.440002,8923400,110.769978
14/05/2010,131.059998,131.669998,129.410004,131.190002,9920100,111.40688
13/05/2010,130.929993,133.100006,130.850006,131.479996,10497800,111.653143
12/05/2010,127.160004,132.850006,127.010002,132.679993,16626900,112.672183
11/05/2010,125.209999,128.419998,125.150002,126.889999,6498900,107.755306
10/05/2010,126.269997,126.669998,125.059998,126.269997,8463900,107.228799
07/05/2010,123.360001,124.389999,120,122.099998,10584800,103.687626
06/05/2010,126.290001,127.93,116,123.919998,13168800,105.233174
05/05/2010,127.120003,128.229996,126.870003,127.459999,6072800,107.687369
04/05/2010,128.889999,128.929993,126.57,128.119995,8285000,108.244981
03/05/2010,129.389999,130.139999,128.800003,129.600006,4992100,109.495401
30/04/2010,130.429993,130.639999,128.839996,129,6266700,108.988472
29/04/2010,130.550003,131.210007,130.149994,130.460007,5786900,110.221991
28/04/2010,129.399994,130.470001,129.029999,130.100006,7122300,109.917837
27/04/2010,129.899994,132,128.710007,128.820007,10916700,108.836402
26/04/2010,129.759995,131.039993,129.539993,130.729996,5285400,110.450097
23/04/2010,129.080002,130.100006,128.710007,129.990005,6197300,109.8249
22/04/2010,128.639999,129.360001,127.769997,129.130005,6018500,109.09831
21/04/2010,129.869995,130.270004,128.5,128.990005,7559200,108.980028
20/04/2010,129.199997,130.330002,128.259995,129.690002,15216500,109.571436
19/04/2010,130.380005,132.279999,130.380005,132.229996,11353700,111.717405
16/04/2010,130.679993,132.169998,130.25,130.630005,9546200,110.365618
15/04/2010,130.529999,131.139999,130.190002,130.889999,6425300,110.58528
14/04/2010,129.729996,131.419998,129.460007,131.25,8545800,110.889434
13/04/2010,128.259995,129.429993,127.839996,129.029999,6819100,109.013817
12/04/2010,128.570007,128.960007,128.240005,128.360001,3992300,108.447755
09/04/2010,127.879997,128.869995,127.120003,128.759995,5185100,108.785698
08/04/2010,128.039993,128.229996,127.199997,127.610001,6006900,107.814101
07/04/2010,128.529999,129.270004,128.009995,128.479996,5157000,108.549135
06/04/2010,128.679993,129.300003,128.050003,128.929993,3926300,108.929325
